station,city,email,country
RAMALOKA FM,"Serang, Indonesia",fmramaloka@yahoo.com,Indonesia
Yes FM Manila,"Manila, Philippines",yes_candy@yahoo.com,Philippines
Maebashi City FM,"Maebashi, Japan",845@maebashi.fm,Japan
Radio Jeevay,"Khanewal, Pakistan",info@radiojp.com.pk,Pakistan
Phnom Penh Rádio,"Phnom Penh, Phnom Penh, Cambodia",info@khiptv.com,Cambodia
B-FM791,"Tokushima, Japan",request@bfm.jp,Japan
Mast FM Multan,"Multan, Pakistan",aim:goim?screenname=fm103multan@yahoo.com,Pakistan
Mix FM,"George Town, Malaysia",webmaster@mix.fm,Malaysia
Radio Andhikhola,"Syangja, Nepal",aandhikholafmr@yahoo.com,Nepal
Nasaem Syria Radio | Breezes Syria,"Damascus, Syrian Arab Republic",info@nasaem-syria.com,Syrian Arab Republic
FOX 91.4,"Colombo, Sri Lanka",info@fox914.com,Sri Lanka
AIR Radio South Service,"Visakhapatnam, AP, India",airlive@air.org.in,India
中廣新聞網,"P'ing-tung, Taiwan",customer@ms1.bcc.com.tw,Taiwan
Airlangga FM,"Sukabumi, Indonesia",ramafm@cbn.net.id,Indonesia
Dubai 92,"Dubai, United Arab Emirates",dubai92@arn.ae,United Arab Emirates
Sun FM 1036,"Guangzhou, Guangdong, China",fm1036work@126.com,China
Citra Buana Swara,"Tuban, Indonesia",radiocbsfm.tuban@gmail.com,Indonesia
Asia FM 92.7,"Taipei, Taiwan",asiadj@asiafm.com.tw,Taiwan
i Radio (BCC Music Network),"Taipei, Taiwan",customer@ms1.bcc.com.tw,Taiwan
KBS Kaohsiung FM,"Kaohsiung City, Taiwan",kbs@mail.kbs.gov.tw,Taiwan
Radio Communidade Maliana,"Maliana, Timor-Leste",jmalleo_card@yahoo.com,Timor-Leste
Virgin Radio Lebanon,"Beirut, Lebanon",info@virginradiolebanon.com,Lebanon
FM Maple,"Sapporo, Japan",fm-maple@isis.ocn.ne.jp,Japan
Radio Pakistan - Mirpur,"Mirpur Mathelo, Pakistan",info@radio.gov.pk,Pakistan
Voice of Shangri La Radio,"Kunming, Yunnan, China",admin@ynradio.net,China
Kol Israel Reshet Dalet,"Haifa, Israel",radio-arab@iba.org.il,Israel
All India Radio,"Cuttack, OR, India",airlive@air.org.in,India
Modern Radio Khonkaen,"khon kaen, Thailand",FM_Khonkaen@MCOT.NET,Thailand
Radio Kantipur,"काठमाडौं, Nepal",info@radiokantipur.com,Nepal
DWKC-HD2,"Manila, Philippines",ifmmanila@rmn.ph,Philippines
DBC 1 Radio PRIME,"Hong Kong, Hong Kong",info@dbc.hk,Hong Kong
Matrix FM,"Ponorogo, Indonesia",surat@radiomatrixfm.com,Indonesia
Echo of Moscow,"Bishkek, Kyrgyzstan",echo@echo.msk.ru,Kyrgyzstan
Love Radio,"Dagupan, Philippines",dwidfm@mozcom.com,Philippines
Josh FM,"Umm al Qaywayn, United Arab Emirates",mrajendra@gnbroadcasting.com,United Arab Emirates
Radio Montini,"Manado, Indonesia",radiomontini@gmail.com,Indonesia
DXKT,"Davao City, Philippines",rpndavao@yahoo.com,Philippines
Voice of Han Broadcasting Network,"Taipei, Taiwan",vohradio@voh.com.tw,Taiwan
Phoolbari FM,"Bardiya, Nepal",phoolbarifm.gulariya@gmail.com,Nepal
Nara Dot FM,"Nara, Japan",784@nara.fm,Japan
Nepaliko Radio,"Bhaktapur, Nepal",nepalikoradio@gmail.com,Nepal
Suzhou News Radio,"Suzhou, Jiangsu, China",sz911@vip.2500sz.com,China
Radio Pakistan - Bahawalpur,"Bahawalpur, Pakistan",info@radio.gov.pk,Pakistan
Radio Sharda 90.4 FM,"Jammu city, India",ranishhangloo@gmail.com,India
Kol-Barama FM,"Jerusalem, Israel",yisraelmusic2009@gmail.com,Israel
AIR Radio West Service,"Nagpur, MH, India",airlive@air.org.in,India
RMN ILOILO,"Iloilo, Philippines",rmniloilo774@gmail.com,Philippines
Radio Mirchi,"Kanpur, UP, India",nemish.ajmera@timesgroup.com,India
Duhok Radio,"Dohuk, Iraq",radio.duhok@yahoo.com,Iraq
Suryan FM,"Thiruvananthapuram, India",queries@sunnetwork.in,India
Sarika FM 106.5,"Phnom Penh, Cambodia",info@sarika.fm,Cambodia
Rupandehi FM,"Lumbini, Nepal",rupfm102@yahoo.com,Nepal
UFM 1003,"Toa Payoh New Town, Singapore",feedback@radio1003.com,Singapore
Andez Radio,"Batang, Indonesia",dezta.anez@gmail.com,Indonesia
IKIM FM,"Kuala Lumpur, Malaysia",info@ikim.gov.my,Malaysia
Radio Buddha Awaaz,"Kapilvastu, Nepal",info@buddhaawaaz.com,Nepal
HFM 92.6,"Malé, Maldives",info@hfm.com.mv,Maldives
China Highway Radio,"Beijing, China",cn@cnr.cn,China
Radio Sawt El Noujoum,"Beirut, Lebanon",info@sawtelnoujoum.com,Lebanon
Muews Radio Kiamba,"Kiamba, Sarangani, Philippines",muewsradiokiamba@gmail.com,Philippines
Metro Plus Live,"Hong Kong, Hong Kong",tanzhi@tomgroup.com,Hong Kong
Radio City,"Kathmandu, Nepal",info@radiocity.com.np,Nepal
hitz fm,"Ipoh, Malaysia",webmaster@hitz.fm,Malaysia
Nanjing My FM 103.5,"Nanjing, Jiangsu, China",myfmnanjing@adrepchina.com,China
FM Yokote Kamakura,"Yokote, Japan",info@fmyokote.com,Japan
Jiangxi Auto Tour Radio,"Nanchang, Jiangxi, China",fmzx974@163.com,China
Magic FM,"Haifa, Israel",Magic@hotmail.com,Israel
Radio Resunga,"Tamghas, Nepal",radioresunga@gmail.com,Nepal
RBS Radio Tanggeung,"Tanggeung , Indonesia",rbsradio@ymail.com,Indonesia
FM KITAQ,"Kitakyushu, Japan",785@fm-kitaq.com,Japan
Radio 24,"Kuala Lumpur, Malaysia",aduan@radio24.com.my,Malaysia
中廣新聞網,"Keelung, Taiwan",customer@ms1.bcc.com.tw,Taiwan
Shen Nong Radio,"Yun-lin, Taiwan",fm995@ms8.hinet.net,Taiwan
Narayani FM,"Birgunj, Nepal",info@narayanifm.org,Nepal
Radio Waling,"Syangja, Nepal",info@radiowaling.org,Nepal
Star FM Dagupan,"Dagupan, Philippines",starfmdagupan@bomboradyo.com,Philippines
Kinternational Radio,"Singapore, Singapore",webmaster@kih.asia,Singapore
RANA FM,"Kandahar, Afghanistan",studio@ranafm.org,Afghanistan
Best Radio,"Taipei, Taiwan",bestservice@bestradio.com.tw,Taiwan
Radio Marsyangdi,"Lamjung, Nepal",radiomarsyangdi95@gmail.com,Nepal
Radio Annapurna,"Pokhara, Nepal",afm@pinet.com.np,Nepal
All India Radio,"Kota, TN, India",airlive@air.org.in,India
Eco 99 fm,"Jerusalem, Israel",radio@eco99.fm,Israel
Radio Dijla,"Baghdad, Iraq",RadioDijla@gmail.com,Iraq
Nanjing Music Radio,"Nanjing, Jiangsu, China",pandafs@njtv.com.cn,China
Radio Hamro Pahunch,"Dang, Nepal",info@hamropahunch.org,Nepal
Boxfm,"Lampang, Thailand",boxfmthailand@hotmail.com,Thailand
Radio Pakistan - Karachi II,"Karachi, Pakistan",info@radio.gov.pk,Pakistan
Inner Mongolia News Radio In Mongolian,"Huhehaote, Inner Mongolia, China",imbs@163.com,China
KBS 2 Radio (Happy),"Seoul, South Korea",tunein_kbsradio@kbsmedia.co.kr,South Korea
G1 Gangwon FM 105.1,"Chuncheon, South Korea",jeongkoo@g1tv.co.kr,South Korea
Radio Sawa Egypt,"Ramallah, Palestinian Territory",comments@radiosawa.com,Palestinian Territory
Zayed Radio For Qura'an,"Fujairah, United Arab Emirates",info@fcma.gov.ae,United Arab Emirates
CNR - For the Elders,"Beijing, China",laonian@cnr.cn,China
Nostalgie FM,"Beirut, Lebanon",info@nostalgie.com.lb,Lebanon
Super FM 98.5 Music Radio,"Taipei, Taiwan",formosa@superfm98-5.com.tw,Taiwan
Red FM,"Kuala Lumpur, Malaysia",info@red.fm,Malaysia
Shree FM,"Colombo, Sri Lanka",info@shree.fm,Sri Lanka
Shenyang City Radio,"Shenyang, Liaoning, China",liuyong@china.com,China
Xinjiang Uighur News Radio,"Urumqi, Xinjiang, China",mw738@21cn.com,China
Kiss FM Kobe,"Kobe, Japan",info@kiss-fm.co.jp,Japan
Gup-Shup FM,"Guwahati, AS, India",info@gupshup.com,India
Orda FM,"Astana, Kazakhstan",kartbayev@astv.kz,Kazakhstan
POP Radio FM91.7,"Taipei, Taiwan",service@pop917.com,Taiwan
Urumqi Radio - In Uighur,"Urumqi, Xinjiang, China",jsb@wlmqradio.com,China
PBC NBS,"Islamabad, Pakistan",info@radio.gov.pk,Pakistan
All India Radio,"Kupwara, JK, India",airlive@air.org.in,India
VOK FM,"Rawalakot, Pakistan",info@fmvok.com,Pakistan
DZRH,"Pasay, Philippines",dzrh@mbcradio.net,Philippines
Radio Beat 94.3,"Jerusalem, Israel",studio@radio-beat.com,Israel
Xi'an Arts Radio,"Xi'an, Shaanxi, China",sinamedia@vip.sina.com,China
TOP FM CILEGON 91.80,"Cilegon, BA, Indonesia",topfmcilegon@yahoo.com,Indonesia
RTM TraXX FM,"Ipoh, Perak, Malaysia",traxxfm.rtm@gmail.com,Malaysia
Mandalay FM,"Yangon, Myanmar",enquiry.mrtv4@gmail.com,Myanmar
Serumpun Radio,"Batam Centre, Indonesia",darso_serumpun@yahoo.co.id,Indonesia
All India Radio,"Bikaner, RJ, India",airlive@air.org.in,India
Radio Mirchi,"Indore, MP, India",bhanupratap.chauhan@timesgroup.com,India
CNR Sound of Shenzhou Radio,"Beijing, China",cn@cnr.cn,China
FM Yamaguchi,"Yamaguchi, Japan",webmaster@fmy.co.jp,Japan
onagawa saigai FM,"Ishinomaki, Japan",now@onagawafm.jp,Japan
Mouthzy FM,"Rayong, Thailand",95radio@gmail.com,Thailand
Version FM,"Damascus, Syrian Arab Republic",info@versionfm.com,Syrian Arab Republic
Manager Radio 3 Country,"Kamphaeng Phet, Thailand",managerradioinfo9775@gmail.com,Thailand
RKB Radio,"Fukuoka, Japan",radio-web@rkbr.jp,Japan
Bombo Radyo La Union,"La Union, Philippines",bomboso@sflu.com,Philippines
Symphony FM,"Caldecott Hill Estate, Singapore",symphony@mediacorp.com.sg,Singapore
Radio Mirchi,"Nagpur, Maharashtra, India",nemish.ajmera@timesgroup.com,India
Suryan FM,"Coimbatore, India",queries@sunnetwork.in,India
DontreeSeason Modern,"Chiang Mai, Thailand",dseason.channel@gmail.com,Thailand
FM Kofu,"Kofu, Japan",fm-staff@fm-kofu.co.jp,Japan
Radio Mirchi,"Aurangabad, Maharashtra, India",manas.bhattacharya@timesgroup.com,India
RTM Selangor FM,"Klang, Malaysia",selangorfm@mmu.edu.my,Malaysia
Fujian Auto & Music Radio,"Fuzhou, Fujian, China",admin@fm913.com.cn,China
All India Radio,"Kolkata, WB, India",airlive@air.org.in,India
Warna 94.2 FM,"Caldecott Hill Estate, SG, Singapore",warna@mediacorp.com.sg,Singapore
The Beat Iloilo,"Iloilo City, Philippines",thebeat1059@yahoo.com,Philippines
漢聲廣播電台,"Miao-li, Taiwan",vohradio@voh.com.tw,Taiwan
Radio Dhamaal,"Delhi, DL, India",info@fmradiodhamaal.com,India
All India Radio,"Madras, TN, India",airlive@air.org.in,India
Magik FM 97.5,"Butuan, Philippines",dxmkfm@ccmci.com,Philippines
Osumi FM Network,"Kanoya, Japan",info@0033fm.net,Japan
Guangdong Stock Market Radio,"Guangzhou, Guangdong, China",gddtinfo@163.com,China
CRI Vientiane,"Vientiane, Lao",crieng@cri.com.cn,Lao
AIR Radio West Service,"Raipur, CG, India",airlive@air.org.in,India
MyFM Changchun,"Changchun, Jilin, China",adrep@adrepchina.com,China
Radio Takaoka,"Takaoka, Japan",fm762@po5.nsk.ne.jp,Japan
Sumhatlung FM,"Phidim, Nepal",sumhatlung07@yahoo.com,Nepal
RTM TraXX FM,"Kuala Lumpur, Malaysia",traxxfm.rtm@gmail.com,Malaysia
FM Senri,"Toyonaka, Japan",nocorin@senri-fm.jp,Japan
Radio Mayadevi,"Kapilvastu, Nepal",bhanurap@yahoo.com,Nepal
Martha FM Tasikmalaya,"Tasikmalaya, Indonesia",radiomarthafm@yahoo.com,Indonesia
Farah FM,"Damascus, Syrian Arab Republic",info@farah.fm,Syrian Arab Republic
HITZ FM 97,"Colombo, WP, Sri Lanka",mahmood@hitz.lk,Sri Lanka
CBS Music FM,"Seoul, South Korea",help@cbs.co.kr,South Korea
CRI News Radio,"Hong Kong, Hong Kong",mzgl@cri.com.cn,Hong Kong
FM Izumo,"Izumo, Japan",801@fmizumo.jp,Japan
Radio Sawa Egypt,"Doha, Qatar",comments@radiosawa.com,Qatar
Bhojpuriya FM,"Birgunj, Nepal",info@bhojpuriyafm.com,Nepal
BBC Arabic,"Sulaymaniyah, Iraq",worldservice@bbc.co.uk,Iraq
Radio 7la,"Lattakia, Syrian Arab Republic",radio7la@7la.fm,Syrian Arab Republic
MOR 94.3 Dagupan,"Dagupan City, Philippines",mordagupan@hotmail.com,Philippines
Gyan Vani,"Rajkot, GJ , India",imperialravi7@gmail.com,India
Nerima Broadcast,"Tokyo, Japan",radio@nerima.fm,Japan
FM1 'Hot FM' Philippines,"Casiguran, Philippines",gcliffmedia@yahoo.com,Philippines
Bhutan Broadcasting Service Radio,"Thimphu, Bhutan",bbsbhutan@gmail.com,Bhutan
Changsha 1061 iRadio Radio,"Changsha, Hunan, China",lmins@126.com,China
Saudi Radio P1,"Jeddah, Saudi Arabia",satepjeng@moci.gov.sa,Saudi Arabia
Cool FM,"Bethlehem, Palestinian Territory",info@coolfm.ps,Palestinian Territory
Smart FM Manado,"Manado, Indonesia",manado@radiosmartfm.com,Indonesia
Suryan FM,"Indore, India",queries@sunnetwork.in,India
Big FM,"Pokhara, Nepal",info@fmbig.com,Nepal
Z Music Station,"Chiang Mai, Thailand",zmusicstation@hotmail.com,Thailand
Hetauda FM,"Hetauda , Nepal",hetaudafm@gmail.com,Nepal
WBS Original sound broadcaster,"Seoul, South Korea",webmaster@wbsfm.com,South Korea
Navroz FM,"Tashkent, Uzbekistan",info@navruzfm.uz,Uzbekistan
106FM Kol Heatid,"Haifa, Israel",Studio@106-fm.com,Israel
CRI Hit FM,"Beijing, China",contact@hitfm.cn,China
Shaanxi Agriculture Radio,"Xi'an, Shannxi, China",sxradio6105@126.com,China
Bombo Radyo Bacolod,"Bacolod, Philippines",bombo_bacolod@bomboradyo.com@,Philippines
Nuruddin Fm,"Bontang, Indonesia",nuruddinfm@rocketmail.com,Indonesia
Kesennuma FM,"Kesennuma, Japan",fm775@km-saigaifm.com,Japan
Siyatha FM,"Colombo, Sri Lanka",siyathafm@voa.lk,Sri Lanka
FM Nanami,"Tsushima, Japan",radio@clovernet.co.jp,Japan
Radio Tinlal,"Ramechhap, Nepal",radiotinlal@yahoo.com,Nepal
CRI Hit FM,"Guangzhou, China",contact@hitfm.cn,China
Zhuzhou Traffic Radio,"Zhuzhou, Hunan, China",zzbtv@zzbtv.com,China
Radio Dhrubatara,"Bharatpur, Nepal",radiodhrubatara@gmail.com,Nepal
Era FM,"Kuala Lumpur, Malaysia",Webmaster@era.fm,Malaysia
FM Chao,"Yao, Japan",office@792.jp,Japan
GSSM,"Chiang mai, Thailand",gssm_studio@hotmail.com,Thailand
Tianjin Novel Radio,"Tianjin, China",radiotj2010@sina.com,China
Lite FM,"George Town, Malaysia",webmaster@litefm.com.my,Malaysia
Be FM,"Hachinohe, Japan",765@befm.co.jp,Japan
Umeda FM Be Happy!789,"Osaka, Japan",info@be-happy789.com,Japan
Radio Mirchi,"Ahmedabad, Gujarat, India",vinay.prashant@timesgroup.com,India
FM Setagaya,"Setagaya, Japan",834@fmsetagaya.co.jp,Japan
Mor FM,"Iloilo City, Philippines",maninoyuturn@gmail.com,Philippines
Radio Pakistan - Faisalabad,"Faisalabad, Pakistan",info@radio.gov.pk,Pakistan
